name,url,language,stars,description
"gubernator-io/gubernator","https://github.com/gubernator-io/gubernator","Go",159,"High Performance Rate Limiting MicroService and Library - Developed at Mailgun"
"amalgam8/amalgam8","https://github.com/amalgam8/amalgam8","Go",157,"Content and Version-based Routing Fabric for Polyglot Microservices"
"LandRover/StaffjoyV2","https://github.com/LandRover/StaffjoyV2","Go",156,"Staffjoy V2 - all microservices in a monorepo"
"kaydxh/golang","https://github.com/kaydxh/golang","Go",155,"Golang lib is a programming toolkit for building microservices in Go. It has very useful interface o"
"pojol/braid","https://github.com/pojol/braid","Go",152,"A high-performance distributed framework powered by Actor model, designed for building scalable micr"
"moleculer-go/moleculer","https://github.com/moleculer-go/moleculer","Go",150,"🚀 Progressive microservices framework for Go - based and compatible with https://github.com/molecule"
"wsrh8888/beaver-server","https://github.com/wsrh8888/beaver-server","Go",149,"Beaver IM - Open Source Enterprise IM Platform | 开源企业级即时通讯平台，基于微服务架构，支持实时聊天、跨平台部署"
"NVIDIA/k8s-nim-operator","https://github.com/NVIDIA/k8s-nim-operator","Go",145,"An Operator for deployment and maintenance of NVIDIA NIMs and NeMo microservices in a Kubernetes env"
"Clivern/Hippo","https://github.com/Clivern/Hippo","Go",144,"💨A well crafted go packages that help you build robust, reliable, maintainable microservices."
"mify-io/mify","https://github.com/mify-io/mify","Go",143,"microservices for you"
"air-go/rpc","https://github.com/air-go/rpc","Go",134,"Go 微服务框架，Router 基于 Gin 和 gRPC Gateway，同时支持 gRPC 和 HTTP，封装各种常用组件，开箱即用，专注业务。"
"moke-game/platform","https://github.com/moke-game/platform","Go",129,"moke-game 公共游戏中台服务"
"mstrYoda/production-ready-microservice-example","https://github.com/mstrYoda/production-ready-microservice-example","Go",127,"A Go-based microservice with Couchbase integration, metrics, logging and OpenTelemetry support."
"jzero-io/jzero","https://github.com/jzero-io/jzero","Go",127,"扩展 go-zero 框架，能通过内置模板或自定义模板一键创建项目，并基于 proto/api/sql 等可描述文件生成服务端/客户端代码，开箱即用并高度可定制化."
"eolinker/apinto-dashboard","https://github.com/eolinker/apinto-dashboard","Go",125,"Dashboard for Apinto"
"ducnpdev/godev-kit","https://github.com/ducnpdev/godev-kit","Go",125,"GoDev Kit is a modular, production-ready template for building robust Golang microservices and backe"
"go-dev-frame/sponge_examples","https://github.com/go-dev-frame/sponge_examples","Go",124,"Examples of using go to develop framework sponge."
"claygod/microservice","https://github.com/claygod/microservice","Go",122,"This library provides a simple microservice framework based on clean architecture principles with a "
"go-lynx/lynx","https://github.com/go-lynx/lynx","Go",122,"The Plug-and-Play Go Microservices Framework, Unleash the Power of Simplicity: With the Plug-and-Pla"
"team-dandelion/go-dandelion","https://github.com/team-dandelion/go-dandelion","Go",108,"Use golang to integrate rpcx, fasthttp's microservices framework, including current limiting, link t"
"akmamun/gin-boilerplate","https://github.com/akmamun/gin-boilerplate","Go",107,"Golang API Boilerplate Template using gin, gorm, logrus"
"purpledb/purple","https://github.com/purpledb/purple","Go",105,"An all-in-one data service (caching + K/V + flags + counters + sets) for microservices and FaaS func"
"gjovanovicst/golang-auth-api","https://github.com/gjovanovicst/golang-auth-api","Go",105,"A modern, production-ready Go REST API for authentication and authorization, featuring social login,"
"NesoHQ/bgce-archive","https://github.com/NesoHQ/bgce-archive","Go",103,"Best Golang Community Ever Archive"
"GStones/moke-kit","https://github.com/GStones/moke-kit","Go",98,"An IoC framework for microservice development"
"liaotxcn/PaiPai","https://github.com/liaotxcn/PaiPai","Go",97,"Instant Messaging (IM) integrating GoZero microservices with AI large model applications  融合 GoZero "
"simonmittag/j8a","https://github.com/simonmittag/j8a","Go",92,"j8a [ dʒʌbbʌ ] is a modern TLS 1.3 reverse proxy server designed as a lightweight API gateway for RE"
"lucas-gaitzsch/pdf-turtle","https://github.com/lucas-gaitzsch/pdf-turtle","Go",89,"A painless HTML to PDF rendering service. Generate PDF reports and documents from HTML templates or "
"Teamwork/s3zipper","https://github.com/Teamwork/s3zipper","Go",86,"Simple Steaming S3 File Zipper Microservice - works with any backend via redis and redirection."
"watzon/0x45","https://github.com/watzon/0x45","Go",86,"🚀 Modern, high-performance file sharing and URL shortening service with S3 support, rate limiting, a"
"micro-company/go-auth","https://github.com/micro-company/go-auth","Go",85,"Auth micro-service"
"jrapoport/gothic","https://github.com/jrapoport/gothic","Go",75,"🦇 Gothic is a user registration and authentication SWT/JWT microservice. It supports REST, gRPC, and"
"GoogleCloudPlatform/cloud-run-microservice-template-go","https://github.com/GoogleCloudPlatform/cloud-run-microservice-template-go","Go",74,"A template repository for a Cloud Run microservice, written in Go."
"SelfMadeEngineerCode/ride-sharing","https://github.com/SelfMadeEngineerCode/ride-sharing","Go",73,"Final project code for the 'Microservices with Go' course"
"dante-gpu/dantegpu-core","https://github.com/dante-gpu/dantegpu-core","Go",72,"Core microservices powering the DanteGPU distributed GPU network. Manages providers, orchestrates AI"
"sikozonpc/oms-repo","https://github.com/sikozonpc/oms-repo","Go",69,"Source code for the microservices with go (1st edition)"
"ssgo/s","https://github.com/ssgo/s","Go",66,"a go web freamwork for micro service, very very easy to create and deploy, with auto service registr"
"yurishkuro/microsim","https://github.com/yurishkuro/microsim","Go",65,"Microservices Simulator"
"magistraapta/e-comm-microservices","https://github.com/magistraapta/e-comm-microservices","Go",63,"Implementing microservices architecture using Go to build simple E-commerce app. "
"goipay/goipay","https://github.com/goipay/goipay","Go",63,"A lightweight crypto payment processor microservice, written in Golang, designed for creating and pr"
"teramoby/speedle-plus","https://github.com/teramoby/speedle-plus","Go",63,"Speedle+ is an open source project for access management. It is based on Speedle open source project"
"SRC-doo/netbox-ssot","https://github.com/SRC-doo/netbox-ssot","Go",61,"Microservice that synces objects from multiple sources into netbox and makes it automatic SSOT."
"go-chassis/sc-client","https://github.com/go-chassis/sc-client","Go",58,"Go client of ServiceComb Service Center"
"syntaxfa/quick-connect","https://github.com/syntaxfa/quick-connect","Go",56,"A high-performance Go backend for real-time chat & notifications. Engineered as a Code-Level Monolit"
"nguyentuan1696/go-api-starter","https://github.com/nguyentuan1696/go-api-starter","Go",55,""
"grpc/grpc-go","https://github.com/grpc/grpc-go","Go",22756,"The Go language implementation of gRPC. HTTP/2 based RPC"
"go-chi/chi","https://github.com/go-chi/chi","Go",21481,"lightweight, idiomatic and composable router for building Go HTTP services"
"encoredev/encore","https://github.com/encoredev/encore","Go",11378,"Open source framework for building robust type-safe distributed systems with declarative infrastruct"
"TykTechnologies/tyk","https://github.com/TykTechnologies/tyk","Go",10606,"Tyk Open Source API Gateway written in Go, supporting REST, GraphQL, TCP and gRPC protocols"
"cloudwego/kitex","https://github.com/cloudwego/kitex","Go",7840,"Go RPC framework with high-performance and strong-extensibility for building micro-services."
"kubevela/kubevela","https://github.com/kubevela/kubevela","Go",7676,"The Modern Application Platform."
"chaos-mesh/chaos-mesh","https://github.com/chaos-mesh/chaos-mesh","Go",7510,"A Chaos Engineering Platform for Kubernetes."
"evrone/go-clean-template","https://github.com/evrone/go-clean-template","Go",7309,"Clean Architecture template for Golang services"
"cloudwego/hertz","https://github.com/cloudwego/hertz","Go",7053,"Go HTTP framework with high-performance and strong-extensibility for building micro-services."
"nats-io/nats.go","https://github.com/nats-io/nats.go","Go",6410,"Golang client for NATS, the cloud native messaging system."
"goadesign/goa","https://github.com/goadesign/goa","Go",6039,"Design-first Go framework that generates API code, documentation, and clients. Define once in an ele"
"kgateway-dev/kgateway","https://github.com/kgateway-dev/kgateway","Go",5288,"The Cloud-Native API Gateway and AI Gateway"
"apache/dubbo-go","https://github.com/apache/dubbo-go","Go",4885,"Go Implementation For Apache Dubbo ."
"apache/dubbo-admin","https://github.com/apache/dubbo-admin","Go",4049,"The ops and reference implementation for Apache Dubbo."
"kumahq/kuma","https://github.com/kumahq/kuma","Go",3934,"🐻 The multi-zone service mesh for containers, Kubernetes and VMs. Built with Envoy. CNCF Sandbox Pro"
"openfaas/faasd","https://github.com/openfaas/faasd","Go",3234,"Lightweight and portable version of OpenFaaS"
"lovoo/goka","https://github.com/lovoo/goka","Go",2504,"Goka is a compact yet powerful distributed stream processing library for Apache Kafka written in Go."
"Kong/kubernetes-ingress-controller","https://github.com/Kong/kubernetes-ingress-controller","Go",2362,":gorilla: Kong for Kubernetes: The official Ingress Controller for Kubernetes."
"anthdm/hollywood","https://github.com/anthdm/hollywood","Go",2176,"Blazingly fast and light-weight Actor engine written in Golang"
"pydio/cells","https://github.com/pydio/cells","Go",2144,"Future-proof content collaboration platform"
"nitrictech/nitric","https://github.com/nitrictech/nitric","Go",1960,"Nitric is a multi-language framework for cloud applications with infrastructure from code."
"nocalhost/nocalhost","https://github.com/nocalhost/nocalhost","Go",1898,"Nocalhost is Cloud Native Dev Environment."
"vdaas/vald","https://github.com/vdaas/vald","Go",1683,"Vald.  A Highly Scalable Distributed Vector Search Engine"
"storj/drpc","https://github.com/storj/drpc","Go",1617,"drpc is a lightweight, drop-in replacement for gRPC"
"kubeshop/tracetest","https://github.com/kubeshop/tracetest","Go",1298,"🔭 Tracetest - Build integration and end-to-end tests in minutes, instead of days, using OpenTelemetr"
"Massad/gin-boilerplate","https://github.com/Massad/gin-boilerplate","Go",1183,"The fastest way to deploy a restful api's with Gin Framework with a structured project that defaults"
"klothoplatform/klotho","https://github.com/klothoplatform/klotho","Go",1144,"Klotho - write AWS applications at lightning speed"
"apache/apisix-ingress-controller","https://github.com/apache/apisix-ingress-controller","Go",1113,"APISIX Ingress Controller for Kubernetes"
"open-lambda/open-lambda","https://github.com/open-lambda/open-lambda","Go",1009,"An open source serverless computing platform"
"go-kratos/gateway","https://github.com/go-kratos/gateway","Go",797,"A high-performance API Gateway with middlewares, supporting HTTP and gRPC protocols."
"fluxninja/aperture","https://github.com/fluxninja/aperture","Go",725,"Rate limiting, caching, and request prioritization for modern workloads"
"otterize/network-mapper","https://github.com/otterize/network-mapper","Go",665,"Map Kubernetes traffic: in-cluster, to the Internet, and to AWS IAM and export as text, intents, or "
"cristianoliveira/ergo","https://github.com/cristianoliveira/ergo","Go",649,"The management of multiple apps running over different ports made easy"
"andrearaponi/dito","https://github.com/andrearaponi/dito","Go",642,"an advanced reverse proxy server written in Go "
"shijuvar/gokit","https://github.com/shijuvar/gokit","Go",640,"Go Examples: From basics to distributed systems"
"istio-ecosystem/admiral","https://github.com/istio-ecosystem/admiral","Go",635,"Admiral provides automatic configuration generation, syncing and service discovery for multicluster "
"go-chi/jwtauth","https://github.com/go-chi/jwtauth","Go",627,"JWT authentication middleware for Go HTTP services"
"unitedrhino/things","https://github.com/unitedrhino/things","Go",600,"联犀是基于golang,gozero框架构建的SaaS云原生微服务物联网平台(iot)，支持MQTT、CoAP、HTTP、TCP、阿里云、腾讯云、涂鸦云,物美等云云对接及设备协议，实现海量多样设备连接"
"hyperledger/firefly","https://github.com/hyperledger/firefly","Go",587,"Hyperledger FireFly is the first open source Supernode: a complete stack for enterprises to build an"
"sdslabs/gasper","https://github.com/sdslabs/gasper","Go",439,"Your Cloud in a Binary"
"minghsu0107/go-random-chat","https://github.com/minghsu0107/go-random-chat","Go",432,"Modern real-time chat in scalable architecture."
"yarpc/yarpc-go","https://github.com/yarpc/yarpc-go","Go",430,"A message passing platform for Go"
"lamoda/gonkey","https://github.com/lamoda/gonkey","Go",387,"Gonkey - a testing automation tool"
"sy-vendor/Gobi","https://github.com/sy-vendor/Gobi","Go",267,"  🚀 Modern Go-Native Business Intelligence (BI) Engine – API-first, lightweight BI for analytics, ch"
"oracle/oracle-db-appdev-monitoring","https://github.com/oracle/oracle-db-appdev-monitoring","Go",223,"Oracle Database Metrics Exporter supporting de-facto standard Prometheus/OpenTelemetry metrics"
"openebs/dynamic-localpv-provisioner","https://github.com/openebs/dynamic-localpv-provisioner","Go",199,"Dynamically deploy Stateful Persistent Node-Local Volumes & Filesystems for Kubernetes that is provi"
"jkaninda/goma-gateway","https://github.com/jkaninda/goma-gateway","Go",173,"Goma Gateway – Lightweight, High-Performance API Gateway and Reverse Proxy with declarative config, "
"srfrog/go-relax","https://github.com/srfrog/go-relax","Go",154,"Framework for building RESTful API's in Go"
"modernice/goes","https://github.com/modernice/goes","Go",153,"goes is an event-sourcing framework for Go."
"Norwik/Helmet","https://github.com/Norwik/Helmet","Go",131,"🐺 A Lightweight Cloud Native API Gateway."
"JeffDeCola/my-cheat-sheets","https://github.com/JeffDeCola/my-cheat-sheets","Go",129,"A place to keep all my cheat sheets for the complete development of ASIC/FPGA hardware or a software"
"Protocol-Lattice/thunder","https://github.com/Protocol-Lattice/thunder","Go",118,"Thunder is a minimalist and powerful Go backend framework that effortlessly transforms gRPC services"
"syngit-org/syngit","https://github.com/syngit-org/syngit","Go",110,"Syngit - Kubernetes operator to push resources on a git repository and manage their lifecycle."
"SebastienMelki/sebuf","https://github.com/SebastienMelki/sebuf","Go",110,"Comprehensive Go protobuf toolkit for building type-safe HTTP APIs with automatic validation, OpenAP"
"GoogleContainerTools/container-debug-support","https://github.com/GoogleContainerTools/container-debug-support","Go",104,"Language-runtime support files for in-container debugging"
"febrihidayan/go-architecture-monorepo","https://github.com/febrihidayan/go-architecture-monorepo","Go",82,"Go (Golang) Clean Architecture to Start Project Based"
"walkline/ToCloud9","https://github.com/walkline/ToCloud9","Go",75,"Scalable and highly available solution for TrinityCore/AzerothCore"
"sundaram2021/go-projects","https://github.com/sundaram2021/go-projects","Go",72,"Golang Project based learning "
"LordMoMA/Intelli-Mall","https://github.com/LordMoMA/Intelli-Mall","Go",63,"A distributed system that simulates a retail experience coupled with some futuristic shopping robots"
"Bharath-code/git-scope","https://github.com/Bharath-code/git-scope","Go",62,"A fast TUI to see the status of all git repositories on your machine."
"TroodInc/trood","https://github.com/TroodInc/trood","Go",57,"AI-powered CLI for software troubleshooting—detecting and resolving code, dependency, and configurat"
"datasparq-ai/houston","https://github.com/datasparq-ai/houston","Go",51,"Houston orchestration API. callhouston.io"
"etcd-io/etcd","https://github.com/etcd-io/etcd","Go",51423,"Distributed reliable key-value store for the most critical data of a distributed system"
"milvus-io/milvus","https://github.com/milvus-io/milvus","Go",42536,"Milvus is a high-performance, cloud-native vector database built for scalable vector ANN search"
"mudler/LocalAI","https://github.com/mudler/LocalAI","Go",42482,":robot: The free, Open Source alternative to OpenAI, Claude and others. Self-hosted and local-first."
"pingcap/tidb","https://github.com/pingcap/tidb","Go",39661,"TiDB - the open-source, cloud-native, distributed SQL database designed for modern applications."
"cockroachdb/cockroach","https://github.com/cockroachdb/cockroach","Go",31800,"CockroachDB — the cloud native, distributed SQL database designed for high availability, effortless "
"seaweedfs/seaweedfs","https://github.com/seaweedfs/seaweedfs","Go",29838,"SeaweedFS is a fast distributed storage system for blobs, objects, files, and data lake, for billion"
"hashicorp/consul","https://github.com/hashicorp/consul","Go",29704,"Consul is a distributed, highly available, and data center aware solution to connect and configure a"
"nsqio/nsq","https://github.com/nsqio/nsq","Go",25917,"A realtime distributed messaging platform"
"jaegertracing/jaeger","https://github.com/jaegertracing/jaeger","Go",22405,"CNCF Jaeger, a Distributed Tracing Platform"
"dgraph-io/dgraph","https://github.com/dgraph-io/dgraph","Go",21494,"high-performance graph database for real-time use cases"
"hyperledger/fabric","https://github.com/hyperledger/fabric","Go",16547,"Hyperledger Fabric is an enterprise-grade permissioned distributed ledger framework for developing s"
"juicedata/juicefs","https://github.com/juicedata/juicefs","Go",13123,"JuiceFS is a distributed POSIX file system built on top of Redis and S3."
"hibiken/asynq","https://github.com/hibiken/asynq","Go",12824,"Simple, reliable, and efficient distributed task queue in Go"
"heroiclabs/nakama","https://github.com/heroiclabs/nakama","Go",12163,"Distributed server for social and realtime games and apps."
"crawlab-team/crawlab","https://github.com/crawlab-team/crawlab","Go",12137,"Distributed web crawler admin platform for spiders management regardless of languages and frameworks"
"gravitl/netmaker","https://github.com/gravitl/netmaker","Go",11302,"Netmaker makes networks with WireGuard. Netmaker automates fast, secure, and distributed virtual net"
"git-bug/git-bug","https://github.com/git-bug/git-bug","Go",9652,"Distributed, offline-first bug tracker embedded in git"
"cadence-workflow/cadence","https://github.com/cadence-workflow/cadence","Go",9154,"Cadence is a distributed, scalable, durable, and highly available orchestration engine to execute as"
"RichardKnop/machinery","https://github.com/RichardKnop/machinery","Go",7942,"Machinery is an asynchronous task queue/job queue based on distributed message passing."
"uber/kraken","https://github.com/uber/kraken","Go",6633,"P2P Docker registry capable of distributing TBs of data in seconds"
"Permify/permify","https://github.com/Permify/permify","Go",5785,"An open-source authorization as a service inspired by Google Zanzibar, designed to build and manage "
"cubefs/cubefs","https://github.com/cubefs/cubefs","Go",5451,"cloud-native distributed storage"
"asynkron/protoactor-go","https://github.com/asynkron/protoactor-go","Go",5419,"Proto Actor - Ultra fast distributed actors for Go, C# and Java/Kotlin"
"openbao/openbao","https://github.com/openbao/openbao","Go",5300,"OpenBao exists to provide a software solution to manage, store, and distribute sensitive data includ"
"kserve/kserve","https://github.com/kserve/kserve","Go",5067,"Standardized Distributed Generative and Predictive AI Inference Platform for Scalable, Multi-Framewo"
"grafana/tempo","https://github.com/grafana/tempo","Go",5032,"Grafana Tempo is a high volume, minimal dependency distributed tracing backend."
"m3db/m3","https://github.com/m3db/m3","Go",4886,"M3 monorepo - Distributed TSDB, Aggregator and Query Engine, Prometheus Sidecar, Graphite Compatible"
"dkron-io/dkron","https://github.com/dkron-io/dkron","Go",4666,"Dkron - Distributed, fault tolerant job scheduling system https://dkron.io"
"sony/sonyflake","https://github.com/sony/sonyflake","Go",4328,"A distributed unique ID generator inspired by Twitter's Snowflake"
"purpleidea/mgmt","https://github.com/purpleidea/mgmt","Go",4160,"Next generation distributed, event-driven, parallel config management!"
"emitter-io/emitter","https://github.com/emitter-io/emitter","Go",4001,"High performance, distributed and low latency publish-subscribe platform."
"go-redsync/redsync","https://github.com/go-redsync/redsync","Go",3956,"Distributed mutual exclusion lock using Redis for Go"
"talent-plan/tinykv","https://github.com/talent-plan/tinykv","Go",3874,"A course to build distributed key-value service based on TiKV model"
"deepflowio/deepflow","https://github.com/deepflowio/deepflow","Go",3691,"eBPF Observability - Distributed Tracing and Profiling"
"odigos-io/odigos","https://github.com/odigos-io/odigos","Go",3616,"Distributed tracing without code changes. 🚀 Instantly monitor any application using OpenTelemetry an"
"moby/swarmkit","https://github.com/moby/swarmkit","Go",3582,"A toolkit for orchestrating distributed systems at any scale. It includes primitives for node discov"
"chrislusf/gleam","https://github.com/chrislusf/gleam","Go",3555,"Fast, efficient, and scalable distributed map/reduce system, DAG execution, in memory or on disk, wr"
"olric-data/olric","https://github.com/olric-data/olric","Go",3409,"Distributed, in-memory key/value store and cache. It can be used as an embedded Go library and a lan"
"storj/storj","https://github.com/storj/storj","Go",3220,"Ongoing Storj v3 development. Decentralized cloud object storage that is affordable, easy to use, pr"
"determined-ai/determined","https://github.com/determined-ai/determined","Go",3212,"Determined is an open-source machine learning platform that simplifies distributed training, hyperpa"
"koderover/zadig","https://github.com/koderover/zadig","Go",3151,"Zadig: An AI-powered, cloud-native, distributed DevOps platform designed for developers"
"microsoft/retina","https://github.com/microsoft/retina","Go",3087,"eBPF distributed networking observability tool for Kubernetes"
"lindb/lindb","https://github.com/lindb/lindb","Go",3057,"LinDB is a scalable, high performance, high availability distributed time series database."
"dagu-org/dagu","https://github.com/dagu-org/dagu","Go",3012,"A self-contained, lightweight workflow engine with a built-in Web UI. Define workflows in a simple, "
"redis/rueidis","https://github.com/redis/rueidis","Go",2891,"A fast Golang Redis client that supports Client Side Caching, Auto Pipelining, Generics OM, RedisJSO"
"xiaonanln/goworld","https://github.com/xiaonanln/goworld","Go",2702,"Scalable Distributed Game Server Engine with Hot Swapping in Golang"
"maxpert/marmot","https://github.com/maxpert/marmot","Go",2664,"A distributed SQLite server with MySQL wire compatible interface"
"giongto35/cloud-game","https://github.com/giongto35/cloud-game","Go",2423,"Web-based Cloud Gaming service for Retro Game"
"vearch/vearch","https://github.com/vearch/vearch","Go",2262,"Distributed vector search for AI-native applications"
"zuoyebang/bitalostored","https://github.com/zuoyebang/bitalostored","Go",2160,"Bitalostored is a high-performance distributed storage system, core engine based on bitalosdb(self-d"
"sealerio/sealer","https://github.com/sealerio/sealer","Go",2095,"Build, Share and Run Both Your Kubernetes Cluster and Distributed Applications  (Project under CNCF)"
"kubeflow/trainer","https://github.com/kubeflow/trainer","Go",2017,"Distributed AI Model Training and LLM Fine-Tuning on Kubernetes"
"yomorun/yomo","https://github.com/yomorun/yomo","Go",1882,"🦖 Serverless AI Agent Framework with Geo-distributed Edge AI Infra."
"bsm/redislock","https://github.com/bsm/redislock","Go",1737,"Simplified distributed locking implementation using Redis"
"agola-io/agola","https://github.com/agola-io/agola","Go",1599,"Agola: CI/CD Redefined"
"Autumn-27/ScopeSentry","https://github.com/Autumn-27/ScopeSentry","Go",1454,"ScopeSentry-Cyberspace mapping, subdomain enumeration, port scanning, sensitive information discover"
"dimonomid/nerdlog","https://github.com/dimonomid/nerdlog","Go",1421,"Nerdlog: fast, remote-first, multi-host TUI log viewer with timeline histogram and no central server"
"tonistiigi/binfmt","https://github.com/tonistiigi/binfmt","Go",1386,"Cross-platform emulator collection distributed with Docker images."
"getporter/porter","https://github.com/getporter/porter","Go",1378,"Porter enables you to package your application artifact, client tools, configuration and deployment "
"mysteriumnetwork/node","https://github.com/mysteriumnetwork/node","Go",1173,"Mysterium Network Node -  official implementation of distributed VPN network (dVPN) protocol"
"wind-c/comqtt","https://github.com/wind-c/comqtt","Go",1143,"A lightweight, high-performance go mqtt server(v3.0|v3.1.1|v5.0) supporting distributed cluster"
"openGemini/openGemini","https://github.com/openGemini/openGemini","Go",1138,"CNCF sandbox project, an open source distributed time-series database with high concurrency, high pe"
"distribyted/distribyted","https://github.com/distribyted/distribyted","Go",1115,"Torrent client with HTTP, fuse, and WebDAV interfaces. Start exploring your torrent files right away"
"zerodha/dungbeetle","https://github.com/zerodha/dungbeetle","Go",1111,"A distributed job server built specifically for queuing and executing heavy SQL read jobs asynchrono"
"labulakalia/crocodile","https://github.com/labulakalia/crocodile","Go",1079,"Distributed Task Scheduling System|分布式定时任务调度平台"
"xssed/owlcache","https://github.com/xssed/owlcache","Go",1001," 🦉owlcache is a lightweight, high-performance, non-centralized, distributed Key/Value in-memory Cach"
"tigrisdata-archive/tigris","https://github.com/tigrisdata-archive/tigris","Go",967,"Tigris is a globally distributed, multi-cloud object storage service with built-in support for the S"
"cometbft/cometbft","https://github.com/cometbft/cometbft","Go",852,"CometBFT: A distributed, Byzantine fault-tolerant, deterministic state machine replication engine. A"
"bacalhau-project/bacalhau","https://github.com/bacalhau-project/bacalhau","Go",843,"Community-driven, simple, yet powerful framework for fast, cost-effective distributed Compute over D"
"sourcenetwork/defradb","https://github.com/sourcenetwork/defradb","Go",836,"DefraDB is a Peer-to-Peer Edge-First Database. It's the core data storage system for the Source Ecos"
"packwiz/packwiz","https://github.com/packwiz/packwiz","Go",822,"A command line tool for editing and distributing Minecraft modpacks, using a git-friendly TOML forma"
"drand/drand","https://github.com/drand/drand","Go",799,"🎲 A Distributed Randomness Beacon Daemon - Go implementation"
"linkxzhou/http_bench","https://github.com/linkxzhou/http_bench","Go",778,"golang HTTP stress testing tool, support single and distributed, http/1, http/2 and http/3."
"runabol/tork","https://github.com/runabol/tork","Go",762,"Tork is a lightweight, distributed workflow engine that runs tasks as simple scripts within Docker c"
"grafana/k6-operator","https://github.com/grafana/k6-operator","Go",750,"An operator for running distributed k6 tests."
"distr-sh/distr","https://github.com/distr-sh/distr","Go",703,"The Open Source control plane for self-managed, BYOC, and on-prem deployments. Everything you need t"
"openzipkin/zipkin-go","https://github.com/openzipkin/zipkin-go","Go",622,"Zipkin distributed tracing library for go."
"withastro/compiler","https://github.com/withastro/compiler","Go",615,"The Astro compiler. Written in Go. Distributed as WASM."
"mennanov/limiters","https://github.com/mennanov/limiters","Go",614,"Golang rate limiters for distributed applications"
"dapr/components-contrib","https://github.com/dapr/components-contrib","Go",588,"Community driven, reusable components for distributed apps"
"gocronx-team/gocron","https://github.com/gocronx-team/gocron","Go",575,"distributed scheduled task management system "
"etix/mirrorbits","https://github.com/etix/mirrorbits","Go",572,"Mirrorbits is a geographical download redirector written in Go for distributing files efficiently ac"
"resonatehq/resonate","https://github.com/resonatehq/resonate","Go",562,"Distributed Async Await — Durable Executions, Dead Simple"
"chuot/rdio-scanner","https://github.com/chuot/rdio-scanner","Go",555,"Rdio Scanner is an open source software that ingest and distribute audio files generated by various "
"grafana/dskit","https://github.com/grafana/dskit","Go",553,"Distributed systems kit"
"EchoVault/SugarDB","https://github.com/EchoVault/SugarDB","Go",518,"Embeddable and distributed in-memory alternative to Redis."
"kubeflow/mpi-operator","https://github.com/kubeflow/mpi-operator","Go",510,"Kubernetes Operator for MPI-based applications (distributed training, HPC, etc.)"
"hashicorp/cap","https://github.com/hashicorp/cap","Go",473,"A collection of authentication Go packages related to OIDC, JWKs, Distributed Claims, LDAP"
"libi/dcron","https://github.com/libi/dcron","Go",468,"轻量分布式定时任务库 a lightweight distributed job scheduler library"
"ipfs/go-ds-crdt","https://github.com/ipfs/go-ds-crdt","Go",465,"A distributed go-datastore implementation using Merkle-CRDTs."
"jefferyjob/go-redislock","https://github.com/jefferyjob/go-redislock","Go",456,"High-performance Redis distributed lock service based on Go language. 基于Go语言实现的高性能Redis分布式锁服务。"
"litebase/litebase","https://github.com/litebase/litebase","Go",445,"Open source distributed database built on SQLite and backed by distributed file systems and object s"
"evergreen-ci/evergreen","https://github.com/evergreen-ci/evergreen","Go",442,"A Distributed Continuous Integration System from MongoDB"
"ShiningRush/fastflow","https://github.com/ShiningRush/fastflow","Go",442,"A lightweight, high-performance distributed workflow framework"
"argoproj-labs/argocd-agent","https://github.com/argoproj-labs/argocd-agent","Go",424,"Redefining the multi cluster story of Argo CD"
"jin06/binlogo","https://github.com/jin06/binlogo","Go",396,"Distributed、High availability、Simplicity、Visualized. Base on mysql binlog , process binlog into unde"
"HDT3213/delayqueue","https://github.com/HDT3213/delayqueue","Go",393,"Simple, reliable, installation-free distributed delayed delivery message queue in Go. 简单、可靠、免安装的分布式延"
"ebogdum/callfs","https://github.com/ebogdum/callfs","Go",393,"CallFS is an ultra-lightweight, high-performance REST API filesystem that provides precise Linux fil"
"donnie4w/tim","https://github.com/donnie4w/tim","Go",389,"Tim is a decentralized and distributed instant messaging engine"
"WeBankPartners/open-monitor","https://github.com/WeBankPartners/open-monitor","Go",367,"Distributed monitoring system based on Prometheus"
"caddyserver/cache-handler","https://github.com/caddyserver/cache-handler","Go",367,"Distributed HTTP caching module for Caddy"
"twitter/scoot","https://github.com/twitter/scoot","Go",362,"Scoot is a distributed task runner, supporting both a proprietary API and Bazel's Remote Execution."
"cert-manager/trust-manager","https://github.com/cert-manager/trust-manager","Go",357,"trust-manager is an operator for distributing trust bundles across a Kubernetes cluster."
"palantir/godel","https://github.com/palantir/godel","Go",331,"Go tool for formatting, checking, building, distributing and publishing projects"
"timebertt/kubernetes-controller-sharding","https://github.com/timebertt/kubernetes-controller-sharding","Go",324,"Horizontally Scalable Kubernetes Controllers: distribute reconciliation of Kubernetes objects across"
"humanlayer/agentcontrolplane","https://github.com/humanlayer/agentcontrolplane","Go",322,"ACP is the Agent Control Plane - a distributed agent scheduler optimized for simplicity, clarity, an"
"Tochemey/goakt","https://github.com/Tochemey/goakt","Go",319,"[Go] Distributed Actor/Grain framework using protocol buffers as message for Golang"
"glide-im/glide-im","https://github.com/glide-im/glide-im","Go",304,"glide instant-messaging service"
"VKCOM/nocc","https://github.com/VKCOM/nocc","Go",294,"A distributed C++ compiler: like distcc, but faster"
